time_days,flux_normalized
23.070352,1.000054
23.090786,1.000052
23.11122,1.000077
23.131655,1.000079
23.152089,1.000067
23.172523,1.0
23.192957,1.000006
23.213392,0.999931
23.233826,1.000052
23.25426,0.999973
23.274695,1.000004
23.295129,0.999855
23.315563,0.999923
23.335997,0.999942
23.356432,0.999999
23.376866,0.999973
23.3973,0.999928
23.417735,1.000032
23.438169,1.000029
23.458603,1.000157
23.479037,0.999943
23.499472,1.00003
23.519906,0.999935
23.54034,1.000042
23.560775,0.999948
23.581209,1.000038
23.601643,0.999935
23.622077,1.000098
23.642512,1.000002
23.662946,1.000027
23.68338,1.000125
23.703815,1.0
23.724249,1.000016
23.744683,0.999971
23.765118,1.000009
23.785552,0.999987
23.805986,1.000015
23.82642,0.999935
23.846855,1.000089
23.867289,1.000054
23.887723,1.000097
23.908158,0.999954
23.928592,0.999944
23.949026,0.999951
23.96946,1.000026
23.989895,0.999996
24.010329,0.999951
24.030763,0.999914
24.051198,0.99999
24.071632,0.999976
24.092066,0.999981
24.1125,0.999955
24.132935,0.99999
24.153369,1.000104
24.173803,0.999966
24.194238,0.999977
24.214672,0.999987
24.235106,1.00004
24.25554,1.000003
24.275975,0.999992
24.296409,0.999971
24.316843,1.000058
24.337278,1.000005
24.357712,0.999998
24.378146,0.999903
24.398581,0.999978
24.419015,1.00002
24.439449,1.000082
24.459883,1.00007
24.480318,1.000062
24.500752,0.999992
24.521186,1.000011
24.541621,1.000084
24.562055,1.00009
24.582489,1.000111
24.602923,0.999934
24.623358,1.000009
24.643792,0.999998
24.664226,1.000074
24.684661,1.000066
24.705095,1.000018
24.725529,0.999973
24.745963,1.00004
24.766398,1.000045
24.786832,1.000018
24.807266,1.000025
24.827701,0.99999
24.848135,1.0
24.868569,0.999956
24.889003,0.999903
24.909438,0.999856
24.929872,1.000047
24.950306,0.999911
24.970741,0.999889
24.991175,0.998999
25.011609,0.994704
25.032044,0.993729
25.052478,0.993388
25.072912,0.993258
25.093346,0.993422
25.113781,0.993712
25.134215,0.994755
25.154649,0.999404
25.175083,0.999988
25.195518,0.999923
25.215952,0.999983
25.236386,1.000058
25.256821,1.000037
25.277255,1.00002
25.297689,0.999939
25.318123,1.0
25.338558,0.999913
25.358992,1.000062
25.379426,1.000026
25.399861,0.999988
25.420295,0.999981
25.440729,1.000076
25.461163,1.000068
25.481598,1.000042
25.502032,1.000068
25.522466,1.000129
25.542901,1.000001
25.563335,1.000032
25.583769,1.0
25.604203,1.000166
25.624638,1.000154
25.645072,1.000027
25.665506,1.000067
25.685941,1.000144
25.706375,1.000215
25.726809,1.000022
25.747243,1.000063
25.767678,0.999997
25.808546,0.99996
25.82898,0.999986
25.849415,0.999904
25.869849,1.000056
25.890283,1.000007
25.910718,1.000083
25.931152,0.999906
25.951586,0.999969
25.97202,0.999986
25.992455,0.999946
26.012889,1.000029
26.033323,1.000068
26.053758,1.000061
26.074192,1.000001
26.094626,1.000038
26.11506,0.999878
26.135495,0.999986
26.155929,0.999949
26.176363,0.999985
26.196798,0.999924
26.217232,1.000072
26.237666,1.000005
26.2581,1.00018
26.278535,0.999958
26.298969,1.000062
26.319403,1.000065
26.339838,1.000042
26.360272,0.999904
26.380706,1.00003
26.40114,1.000084
26.421575,1.000054
26.442009,1.000023
26.462443,0.999987
26.482877,0.999947
26.503312,1.000054
26.523746,1.00013
26.54418,0.99996
26.564615,1.000068
26.585049,1.000002
26.605483,0.999955
26.625917,0.999966
26.646352,0.999927
26.666786,0.999973
26.68722,0.999979
26.707655,0.999983
26.728089,1.000017
26.748523,0.999893
26.768957,1.000002
26.789392,0.999855
26.809826,0.999937
26.83026,0.999928
26.850695,1.000045
26.871129,0.999899
26.891563,0.999902
26.911997,0.999939
26.932432,0.999954
26.952866,0.999946
26.9733,1.0
26.993734,0.999988
27.014169,1.000021
27.034603,1.000033
27.055037,0.999819
27.075472,0.99969
27.095906,0.99996
27.11634,0.999849
27.136774,0.999966
27.157209,0.999933
27.177643,0.999813
27.198077,0.998518
27.218511,0.9944
27.238946,0.99351
27.25938,0.993632
27.279814,0.993215
27.300249,0.993328
27.320683,0.993733
27.341117,0.99519
27.381986,0.99995
27.40242,1.000035
27.422854,1.000065
27.443288,0.999935
27.463723,1.000084
27.484157,1.000044
27.504591,1.00001
27.525026,1.000037
27.54546,1.00002
27.565894,0.999963
27.586328,0.999928
27.606763,0.999819
27.627197,0.999934
27.647631,0.999958
27.668065,0.999973
27.6885,1.000077
27.708934,1.000003
27.729368,0.999994
27.749803,1.000069
27.770237,1.000072
27.790671,1.00001
27.811105,1.000148
27.83154,0.999976
27.851974,1.000135
27.872408,1.00012
27.892843,1.000101
27.913277,1.000091
27.933711,1.000129
27.954145,1.000033
27.97458,1.000155
27.995014,1.000138
28.015448,1.000104
28.035882,1.000108
28.056317,1.000106
28.076751,1.000112
28.097185,1.000043
28.117619,1.000043
28.138054,1.000063
28.158488,1.000107
28.178922,1.000021
28.199357,1.000036
28.219791,1.000045
28.240225,1.000004
28.260659,1.000024
28.281094,1.000001
28.301528,0.999862
28.321962,0.999789
28.342396,0.999989
28.362831,1.000022
28.383265,1.000002
28.403699,0.999987
28.424134,0.999871
28.444568,0.999937
28.465002,0.999936
28.485436,0.999984
28.505871,0.999958
28.526305,0.999877
28.546739,0.999886
28.567173,0.999979
28.587608,0.999954
28.608042,0.999928
28.628476,1.0
28.64891,0.999961
28.669345,0.999951
28.689779,0.999906
28.710213,0.999898
28.730648,1.000012
28.751082,1.000035
28.79195,1.000006
28.812385,1.0001
28.832819,0.999982
28.853253,0.999944
28.873687,0.999945
28.894122,1.000002
28.914556,1.000002
28.93499,1.000046
28.955424,0.99993
28.975859,1.000034
28.996293,1.00007
29.016727,0.999996
29.037162,0.999923
29.057596,0.999968
29.07803,0.999943
29.098464,1.000019
29.118899,0.999998
29.139333,1.00001
29.159767,0.999985
29.180201,1.0
29.200636,0.999843
29.22107,0.999993
29.241504,0.999898
29.261939,0.999849
29.282373,0.99984
29.302807,0.999864
29.323241,0.999932
29.343676,0.999933
29.36411,0.999869
29.384544,0.999868
29.404978,0.998005
29.425413,0.994198
29.445847,0.993561
29.466281,0.993326
29.486715,0.993272
29.50715,0.993299
29.527584,0.993808
29.548018,0.995681
29.568452,0.999789
29.588887,0.999916
29.609321,1.000037
29.629755,1.00001
29.650189,0.999884
29.670624,0.99994
29.691058,0.999902
29.711492,1.000013
29.731927,0.99987
29.752361,0.999994
29.772795,0.999862
29.793229,0.999949
29.813664,0.999905
29.834098,0.999985
29.854532,0.999816
29.874966,0.999969
29.895401,0.999889
29.915835,0.999911
29.936269,1.000014
29.956703,1.00002
29.977138,1.000002
29.997572,0.999937
30.018006,1.0
30.038441,1.000003
30.058875,0.999906
30.079309,1.000005
30.099743,1.000027
30.120178,1.000014
30.140612,1.000067
30.161046,0.999987
30.18148,0.999952
30.201915,1.000021
30.222349,1.00002
30.242783,0.999995
30.263217,1.00009
30.283652,0.999979
30.304086,1.000044
30.32452,0.999979
30.344954,1.000086
30.365389,1.000122
30.385823,1.000064
30.406257,1.000041
30.426691,1.000024
30.447126,0.999957
30.46756,1.000001
30.487994,1.000061
30.508428,1.000072
30.528863,1.000038
30.549297,1.000037
30.569731,1.000029
30.590165,0.999925
30.6106,0.999979
30.631034,0.999994
30.651468,1.000036
30.671902,1.000125
30.692337,1.00003
30.712771,1.000146
30.733205,1.000094
30.75364,1.000133
30.774074,1.000038
30.794508,1.000078
30.814942,1.000048
30.835377,1.000115
30.855811,1.000001
30.876245,0.999973
30.896679,1.0
30.917114,1.000089
30.937548,0.999967
30.957982,1.000018
30.978416,0.999991
30.998851,0.99988
31.019285,0.999809
31.039719,1.000016
31.060154,0.999948
31.080588,0.999985
31.101022,0.999958
31.14189,0.999992
31.162325,0.999983
31.182759,0.999966
31.203193,0.999914
31.223627,1.000089
31.244062,0.999968
31.264496,1.000071
31.28493,1.000088
31.305365,1.000026
31.325799,1.000029
31.346233,0.999984
31.366667,0.999923
31.387101,0.999947
31.407536,1.000038
31.42797,0.99999
31.448404,1.000066
31.468838,0.999997
31.489273,1.000007
31.509707,0.999964
31.530141,0.999948
31.550576,0.999878
31.57101,0.999889
31.591444,0.999896
31.611878,0.997583
31.632313,0.994217
31.652747,0.993653
31.673181,0.993294
31.693615,0.993262
31.71405,0.993488
31.734484,0.99388
31.775352,0.999799
31.795787,0.999986
31.816221,0.999998
31.836655,0.999982
31.857089,0.99997
31.877524,0.99994
31.897958,0.999873
31.918392,0.999984
31.938826,0.999859
31.959261,0.999901
31.979695,0.999919
32.000129,1.000016
32.020563,0.999909
32.040998,0.999984
32.061432,0.999861
32.081866,0.999982
32.1023,0.999932
32.143169,0.999844
32.163603,1.000057
32.184037,0.99993
32.204472,1.000097
32.224906,0.999996
32.24534,1.000016
32.265774,1.000043
32.286208,1.000004
32.306643,1.00013
32.327077,0.999936
32.347511,1.000053
32.367946,1.000063
32.38838,1.00014
32.408814,1.000119
32.429248,1.000177
32.449683,1.000012
32.470117,1.000061
32.490551,0.999975
32.510985,1.000051
32.53142,0.999986
32.551854,1.000098
32.572288,1.000072
32.592722,1.000019
32.613156,0.999954
32.633591,1.000006
32.654025,0.999971
32.674459,0.999985
32.694894,0.999914
32.715328,0.999807
32.735762,0.999787
32.756196,0.999845
32.77663,0.999818
32.797065,0.999837
32.817499,0.999858
32.837933,0.999823
32.858367,0.999783
32.878802,0.999933
32.899236,0.999939
32.91967,0.999968
32.940104,1.000054
32.960539,1.000185
32.980973,1.000086
33.001407,1.000096
33.021842,1.000053
33.042276,1.000037
33.06271,0.999997
33.083144,0.999999
33.103578,0.999991
33.124013,1.000009
33.144447,0.999999
33.164881,1.000066
33.185315,1.000071
33.20575,0.999939
33.226184,1.000022
33.246618,1.000025
33.267052,1.000039
33.287487,0.999942
33.307921,1.000074
33.328355,0.999948
33.348789,1.0
33.369224,1.000018
33.389658,1.000055
33.410092,1.000093
33.430526,1.000045
33.450961,1.000096
33.471395,1.000145
33.491829,1.000068
33.512263,1.00015
33.532698,1.000084
33.553132,0.999986
33.573566,1.000037
33.594,1.000004
33.614434,1.000047
33.634869,0.999994
33.655303,0.99995
33.675737,0.999967
33.696171,1.00011
33.716606,0.999835
33.73704,1.000004
33.757474,1.000004
33.777908,1.000071
33.798343,1.00003
33.818777,0.997124
33.839211,0.99411
33.859645,0.993526
33.88008,0.993215
33.900514,0.993245
33.920948,0.993494
33.941382,0.994011
33.961817,0.99671
33.982251,0.999883
34.002685,1.000043
34.023119,0.999884
34.043554,0.999933
34.063988,0.999914
34.084422,0.999993
34.104856,0.999773
34.12529,1.000005
34.145725,0.999897
34.166159,0.999934
34.186593,0.999989
34.207027,1.000007
34.227462,0.999988
34.247896,0.999989
34.26833,0.99999
34.288764,0.999991
34.309199,0.999921
34.329633,0.999967
34.350067,0.999995
34.370501,1.000004
34.390936,0.999967
34.41137,1.000003
34.431804,0.999997
34.452238,0.999942
34.472672,1.000068
34.493107,0.999949
34.513541,1.000075
34.533975,0.999945
34.55441,1.000161
34.574844,0.99989
34.595278,1.00006
34.615712,0.999947
34.636146,0.999881
34.656581,0.999986
34.677015,0.999961
34.697449,0.999972
34.717883,1.000084
34.758752,1.000064
34.779186,0.999967
34.79962,0.99995
34.820054,1.000066
34.840489,0.999945
34.860923,0.999975
34.881357,0.999957
34.901791,0.999942
34.922226,0.999946
34.94266,0.999881
34.963094,1.000054
34.983528,1.000019
35.003963,0.999958
35.044831,0.999892
35.065265,0.999994
35.0857,1.00006
35.106134,1.00008
35.126568,1.000117
35.147002,1.000054
35.167437,1.00008
35.187871,0.999951
35.208305,1.00011
35.228739,1.000019
35.249173,1.00003
35.269608,1.000021
35.290042,1.000115
35.310476,1.000019
35.33091,1.000059
35.351345,1.000093
35.371779,1.000083
35.392213,1.000113
35.412647,1.000075
35.433082,1.000031
35.453516,1.000045
35.47395,1.000154
35.494384,0.999923
35.514818,1.000101
35.535253,1.000089
35.555687,1.000066
35.576121,1.00004
35.596555,1.000086
35.61699,1.000038
35.637424,1.000044
35.657858,0.999988
35.678292,1.000042
35.698726,1.00005
35.719161,0.999909
35.739595,1.000047
35.760029,0.99994
35.780463,1.000062
35.800898,0.999987
35.821332,0.99995
35.841766,0.999868
35.8622,1.000082
35.882635,0.99993
35.903069,1.000027
35.923503,1.000039
35.943937,1.000093
35.964371,1.000024
35.984806,0.999856
36.00524,0.999881
36.025674,0.996444
36.046108,0.993973
36.066543,0.993437
36.086977,0.993281
36.107411,0.993326
36.127845,0.993468
36.148279,0.99401
36.168714,0.997311
36.189148,0.999925
36.209582,1.000011
36.230016,0.999904
36.250451,0.999806
36.270885,0.999875
36.291319,0.999905
36.311753,0.999984
36.332188,0.999998
36.352622,1.000009
36.373056,0.999992
36.39349,1.000053
36.413924,0.999925
36.434359,1.000005
36.454793,0.999955
36.475227,1.000045
36.495661,0.999947
36.516095,0.99986
36.53653,0.999967
36.556964,0.999989
36.577398,0.999965
36.597832,1.000029
36.618267,1.000032
36.638701,0.999954
36.659135,1.000129
36.679569,0.99999
36.700003,1.000063
36.720438,1.000065
36.740872,1.00003
36.761306,1.000062
36.78174,1.000053
36.802175,0.999954
36.822609,1.000077
36.843043,1.000017
36.863477,1.000045
36.883911,1.000147
36.904346,0.999967
36.92478,0.99996
36.945214,1.00002
36.965648,1.000051
36.986083,0.999821
37.006517,1.000037
37.026951,0.999917
37.047385,1.000005
37.067819,0.999965
37.088254,0.999874
37.108688,1.000018
37.129122,0.999927
37.149556,0.999893
37.169991,0.999888
37.190425,0.999961
37.210859,0.999843
37.231293,0.999968
37.251728,0.99993
37.272162,1.000076
37.292596,1.000045
37.31303,0.999963
37.333464,0.999976
37.353899,1.0
37.374333,1.000018
37.394767,1.000084
37.415201,1.000177
37.435635,1.000036
37.45607,1.000035
37.476504,1.000007
37.496938,1.000063
37.517372,1.000042
37.537806,1.00017
37.558241,1.000031
37.578675,1.000041
37.599109,0.999987
37.619543,1.000025
37.639978,1.000013
37.660412,1.000006
37.680846,1.000017
37.70128,0.999914
37.742149,0.999913
37.762583,1.00005
37.783017,0.999931
37.803451,0.99998
37.823885,0.999943
37.84432,0.999972
37.864754,1.000017
37.885188,1.00001
37.905622,1.000055
37.926057,1.000029
37.946491,1.000071
37.966925,0.999964
37.987359,1.000165
38.007793,0.99998
38.028228,0.999997
38.048662,0.999944
38.069096,0.999943
38.08953,1.000063
38.109965,0.999912
38.130399,1.000081
38.150833,0.999982
38.171267,1.000078
38.191701,0.999912
38.212136,0.999978
38.23257,0.995895
38.253004,0.993952
38.273438,0.993535
38.293872,0.993353
38.314307,0.993318
38.334741,0.99345
38.355175,0.994138
38.375609,0.997811
38.396043,0.999977
38.416478,0.999927
38.436912,1.000079
38.457346,1.000002
38.47778,0.999985
38.498215,0.999953
38.518649,1.000033
38.539083,0.999979
38.559517,0.999981
38.579951,0.999937
38.600386,0.999903
38.62082,0.999969
38.641254,0.999848
38.661688,1.000018
38.682122,1.000041
38.702557,0.999926
38.722991,1.000022
38.743425,0.999988
38.763859,1.000069
38.784293,0.999994
38.804728,1.000008
38.825162,0.999836
38.845596,0.99995
38.86603,0.999978
38.886465,1.000041
38.906899,1.000033
38.927333,1.000008
38.947767,0.999984
38.968201,1.000029
38.988636,1.000006
39.00907,1.000003
39.029504,1.000035
39.049938,0.999938
39.070372,1.00007
39.090807,0.999997
39.111241,1.000064
39.131675,0.99997
39.152109,0.999929
39.172543,0.999984
39.192978,0.999923
39.213412,1.000001
39.233846,0.999944
39.25428,1.000001
39.274714,1.000099
39.295149,0.999928
39.315583,1.000054
39.336017,0.999887
39.356451,0.999999
39.376885,0.999857
39.39732,0.999943
39.417754,0.999785
39.438188,0.999874
39.458622,0.999844
39.479057,0.999837
39.499491,0.999913
39.519925,0.999943
39.540359,0.999911
39.560793,0.999996
39.581227,1.000048
39.601662,0.99999
39.622096,0.999995
39.64253,1.00003
39.662964,0.999935
39.683399,1.000013
39.703833,0.999958
39.724267,1.000081
39.744701,1.000055
39.765135,1.000088
39.78557,1.000013
39.806004,1.000048
39.826438,1.000022
39.846872,0.999979
39.867306,1.000046
39.887741,1.000046
39.908175,1.000062
39.928609,0.999986
39.949043,1.000094
39.969477,1.000041
39.989912,1.000088
40.010346,1.00005
40.03078,1.000049
40.051214,0.999974
40.071648,0.999961
40.092082,1.000019
40.112517,1.000069
40.132951,1.000038
40.153385,1.000005
40.173819,1.000011
40.194254,1.000043
40.214688,1.000087
40.235122,0.999948
40.255556,1.000007
40.27599,1.000116
40.296424,0.999997
40.316859,1.00001
40.337293,0.999963
40.357727,1.000068
40.378161,0.999933
40.398596,1.000033
40.41903,0.999795
40.439464,0.995408
40.459898,0.99391
40.480332,0.993398
40.500767,0.993334
40.521201,0.993271
40.541635,0.993639
40.562069,0.994289
40.582503,0.998357
40.602938,0.999781
40.623372,0.999762
40.643806,0.999873
40.66424,0.999869
40.684674,0.999871
40.725543,0.999992
40.745977,0.999889
40.766411,0.999932
40.786845,0.999919
40.807279,0.99986
40.827714,0.999991
40.848148,0.99989
40.868582,0.999811
40.889016,0.999937
40.90945,0.999911
40.929885,0.999849
40.950319,0.999968
40.970753,0.999982
40.991187,0.99992
41.011621,0.999903
41.032056,0.999824
41.05249,0.999982
41.072924,0.999982
41.093358,1.000108
41.113792,0.999968
41.134227,1.000059
41.154661,0.999971
41.175095,0.999946
41.195529,0.999987
41.215963,0.999968
41.236398,0.999991
41.256832,1.000037
41.277266,1.000078
41.2977,0.999879
41.318134,0.999987
41.338569,1.00009
41.359003,1.000008
41.379437,1.000062
41.399871,1.000055
41.420305,0.999968
41.440739,1.00004
41.461174,1.000101
41.481608,1.000047
41.502042,0.999902
41.522476,1.000022
41.54291,0.99992
41.563345,0.99992
41.583779,0.999932
41.604213,0.99999
41.624647,0.999921
41.645081,0.999966
41.665515,0.999955
41.68595,1.000005
41.706384,1.000084
41.726818,0.999993
41.747252,1.00008
41.767687,1.000075
41.788121,0.999948
41.808555,1.000105
41.828989,1.000116
41.849423,1.000093
41.869857,1.000027
41.890292,1.000007
41.910726,1.000014
41.93116,1.000068
41.951594,0.99993
41.972028,1.000015
41.992462,1.000056
42.012896,1.000117
42.03333,1.000147
42.053764,1.000043
42.074199,1.000025
42.094633,1.000073
42.115067,1.000221
42.135501,1.000096
42.155935,1.000036
42.17637,1.00006
42.196804,1.000042
42.217238,1.000037
42.237672,1.000073
42.258106,0.999997
42.278541,1.000112
42.298975,1.000003
42.319409,1.000097
42.339843,1.000049
42.360277,1.000031
42.380711,1.000069
42.401146,0.99996
42.42158,1.000012
42.442014,0.999991
42.462448,1.000097
42.482882,1.000054
42.503317,1.000046
42.523751,1.000051
42.544185,0.999815
42.564619,1.00001
42.585053,0.999975
42.605487,0.999978
42.625922,0.999551
42.646356,0.994991
42.66679,0.993713
42.687224,0.993307
42.707658,0.993233
42.728093,0.993216
42.748527,0.99363
42.768961,0.994312
42.789395,0.998707
42.809829,0.999792
42.830263,0.999773
42.850698,0.99985
42.871132,0.999852
42.891566,0.999899
42.912,0.999865
42.932434,0.999745
42.952869,0.999821
42.973303,0.999833
42.993737,0.999827
43.014171,0.99987
43.034605,0.999837
43.055039,0.99998
43.075474,1.000009
43.095908,1.000008
43.116342,0.999943
43.136776,0.99997
43.15721,0.999955
43.177644,1.000036
43.198079,0.999967
43.218513,1.000003
43.238947,1.000044
43.259381,0.999908
43.279815,1.000003
43.30025,1.000043
43.320684,1.000057
43.341118,1.000066
43.361552,1.000042
43.381986,1.000072
43.40242,0.999988
43.422855,1.000082
43.443289,1.000082
43.463723,0.999986
43.484157,0.999952
43.504591,1.000025
43.525026,1.000029
43.54546,1.000025
43.565894,1.000099
43.586328,1.00003
43.606762,0.999956
43.627196,1.000009
43.64763,1.000019
43.668065,0.999994
43.708933,1.000055
43.729367,1.0
43.749801,1.00007
43.770236,0.999945
43.79067,0.999965
43.811104,0.999973
43.831538,0.999907
43.851972,1.000001
43.872406,0.999978
43.892841,1.000045
43.913275,0.999963
43.933709,1.000018
43.954143,1.000034
43.974577,0.999895
43.995011,1.000017
44.015446,0.999895
44.03588,0.999976
44.056314,0.999955
44.076748,0.999912
44.097182,1.000047
44.117617,1.000021
44.138051,1.0
44.158485,0.999987
44.178919,1.000078
44.199353,1.000005
44.219787,0.999993
44.240221,1.000112
44.260656,1.00003
44.28109,1.000011
44.301524,0.999924
44.321958,1.00001
44.342392,0.999973
44.362827,0.999955
44.383261,1.000062
44.403695,1.000025
44.424129,1.000011
44.444563,1.000058
